,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
605,None/Other,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Senior', 'Worker']","[0.18079795415697722, 0.22821827303204492, 0.21844861447544603, 0.17812206428195082, 0.18780796247883194, 0.22558605067654952, 0.2068599909297532, 0.15999534282630007, 0.1799433748269174, 0.23092191254835476, 0.18990229588243246, 0.1828480344047947]","[0.2095426012739297, 0.23843335563598886, 0.2593635306979484, 0.16833557801713134, 0.19526025398766203, 0.23363973368533436, 0.2074284548820399, 0.16665650586936104, 0.19959364387916326, 0.2570928153756357, 0.16873486744180138, 0.181621953945981]","[0.1866579953232321, 0.210670141650387, 0.2065076554545695, 0.164261717561381, 0.21826419487505144, 0.22522592837494174, 0.201269304339692, 0.1677329668696586, 0.18810833836639798, 0.2038745853234587, 0.18971733124320708, 0.1990251413476901]"
606,Masters,5,"['Senior', 'Senior', 'Senior', 'Senior']","[0.23108783733354257, 0.23362523995976417, 0.22909110387867487, 0.23789984856216784]","[0.21078861881061084, 0.21821772782931384, 0.2161697590569477, 0.22644062266715714]","[0.19810737928322827, 0.2125221930230023, 0.1827530378136042, 0.19549186411202465]"
607,None/Other,0,['Worker'],[0.18736905721540031],[0.18985258810837083],[0.21057476647810117]
608,Bachelors,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.2070606692387343, 0.21343862305939076, 0.2164733845107882, 0.22704659352923307, 0.2295527919346814]","[0.2544739344042395, 0.24046734936310468, 0.27763964391588614, 0.2668493129861788, 0.2581707227146132]","[0.19723830136959367, 0.19712921949960804, 0.19786638166059536, 0.20080807795211528, 0.2007859082618666]"
609,Masters,2,['Senior'],[0.20750432239390187],[0.2026757286611025],[0.1928641259428786]
610,Masters,0,"['Senior', 'Worker', 'Worker', 'Worker', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior']","[0.24212849068866615, 0.2032939538017029, 0.2032939538017029, 0.2032939538017029, 0.2044076465572353, 0.21188287655860086, 0.20885475717035074, 0.22867540501143985, 0.20615658240357915]","[0.22522468755315286, 0.20324180235793315, 0.20324180235793315, 0.20324180235793315, 0.19466124546510422, 0.21828554501434302, 0.1943775663321933, 0.2116600033296464, 0.19246342581485062]","[0.21072856445406168, 0.21157865613894428, 0.21157865613894428, 0.21157865613894428, 0.20025264476745683, 0.19360991088753315, 0.19872335606783267, 0.18523254432826586, 0.20480485038603444]"
611,Masters,0,"['Senior', 'Worker', 'Specialist', 'Specialist']","[0.20166025656601502, 0.20011378661204873, 0.20128014856396992, 0.20253562647703507]","[0.17799321657145545, 0.19155440372272478, 0.21241665528131096, 0.22304550071887563]","[0.17411305445247374, 0.21171454073024598, 0.20116370943546524, 0.21195921433403042]"
612,Bachelors,1,"['Worker', 'Worker']","[0.18372630205859553, 0.19977568076759916]","[0.18373785871765116, 0.21551510635927706]","[0.19483051402113205, 0.22113596537725078]"
613,Associates,13,"['Junior', 'Senior', 'Specialist', 'Worker', 'Worker', 'Senior', 'Worker', 'Junior', 'Worker']","[0.2000247551455184, 0.21947684901289785, 0.20660336093694417, 0.1851020601934723, 0.21671956027051398, 0.21860510594964405, 0.21671956027051398, 0.23037431355668475, 0.21060757389383583]","[0.1908570039954362, 0.1959656325894151, 0.23041171688287343, 0.173617800635276, 0.2416935132705988, 0.20624642430177262, 0.2416935132705988, 0.22897776221099495, 0.21529315487850165]","[0.18469119380737467, 0.20495482761881748, 0.22987889150304683, 0.19421161928622405, 0.2423998247774481, 0.20213366615463038, 0.2423998247774481, 0.20317052251902756, 0.22297354890132023]"
614,Masters,1,"['Worker', 'Worker', 'Worker', 'Worker', 'Worker']","[0.1990320523183699, 0.20003283721265402, 0.21060757389383583, 0.21060757389383583, 0.21060757389383583]","[0.18736492523476328, 0.2005518805890909, 0.21529315487850165, 0.21529315487850165, 0.21529315487850165]","[0.22026393762504115, 0.2406550211316977, 0.22297354890132023, 0.22297354890132023, 0.22297354890132023]"
615,Bachelors,5,"['Specialist', 'Senior', 'Worker']","[0.20660336093694417, 0.1972924255678959, 0.1828480344047947]","[0.23041171688287343, 0.1780300942314578, 0.181621953945981]","[0.22987889150304683, 0.1707900538524869, 0.1990251413476901]"
616,None/Other,5,"['Senior', 'Worker']","[0.23343994016654152, 0.19219606157001282]","[0.2143753134211057, 0.192786947880257]","[0.197743954347061, 0.20501249995265067]"
617,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.21287858059626594, 0.2002727128607752, 0.20037166459741615, 0.20037166459741615]","[0.25038120199978253, 0.23136643105427346, 0.27937143374773105, 0.27937143374773105]","[0.18488628990060985, 0.18757905984068005, 0.18692063385377053, 0.18692063385377053]"
618,Bachelors,10,"['Senior', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior']","[0.21686347718317212, 0.1946064928323624, 0.19056665986726648, 0.19930810718223138, 0.19056665986726648, 0.20850643397595778, 0.19459621017117032, 0.22345294014725325]","[0.19508775435873296, 0.19109218698153901, 0.19433254348365084, 0.22682808747616373, 0.19433254348365084, 0.23728740065912074, 0.2303400276976198, 0.21908367203406962]","[0.18197258166578442, 0.20124254543913841, 0.18589784558877068, 0.17469008747201933, 0.18589784558877068, 0.18606381331126037, 0.18268071826018242, 0.2110932708106229]"
619,Bachelors,5,"['Specialist', 'Worker', 'Worker', 'Specialist', 'Specialist']","[0.19281721938204535, 0.18470140053886214, 0.19360538824539358, 0.20932324100830582, 0.22827687557931925]","[0.1991783471356101, 0.18156275656205453, 0.20043033322958276, 0.21027527227221912, 0.2439569823173263]","[0.1975703267063331, 0.2098394558796919, 0.20906063513216433, 0.18783061858196293, 0.20184148521945217]"
620,None/Other,4,"['Senior', 'Junior']","[0.21027498586167465, 0.20524960979141257]","[0.1857406477811055, 0.19992666647492494]","[0.18930217200101485, 0.18554118993865976]"
621,Bachelors,4,"['Worker', 'Worker', 'Worker']","[0.19204840519684915, 0.19204840519684915, 0.19204840519684915]","[0.17821234809993225, 0.17821234809993225, 0.17821234809993225]","[0.196159631798568, 0.196159631798568, 0.196159631798568]"
622,Masters,0,['Worker'],[0.1828480344047947],[0.181621953945981],[0.1990251413476901]
623,None/Other,0,"['Junior', 'Worker', 'Junior', 'Specialist', 'Specialist']","[0.19360854938696948, 0.18285091606332118, 0.20838895858056453, 0.22361667028602103, 0.2128502266793396]","[0.21881732303775858, 0.17465791053238405, 0.20919206025924802, 0.25489716732961204, 0.2676608696581734]","[0.19068499898515232, 0.21514898213957231, 0.18256978928045, 0.19399067742475973, 0.21205432167731536]"
624,None/Other,0,"['Senior', 'Senior', 'Junior', 'Specialist', 'Specialist']","[0.20114634227916664, 0.23336375950920507, 0.2120861289984624, 0.23069678492299406, 0.22747226028901424]","[0.19585547540061568, 0.21731722698316977, 0.18927889667122655, 0.23452147430739295, 0.24325874393989308]","[0.18639674008753718, 0.19573914974378165, 0.17942166325974904, 0.20394327861023745, 0.2070049592087514]"
625,Masters,0,"['Worker', 'Senior', 'Specialist']","[0.19946091277683337, 0.0, 0.22298094888578646]","[0.18994590150839577, 0.0, 0.23538486841523784]","[0.20101777819005331, 0.0, 0.205775118286868]"
626,Bachelors,0,"['Specialist', 'Worker']","[0.2093597218162805, 0.2032772971465398]","[0.2837609137301868, 0.19995697504307652]","[0.19954163342623746, 0.21256613159452734]"
627,Associates,1,['Worker'],[0.18678682980830963],[0.1771973938516591],[0.20663926808313055]
628,Masters,2,"['Specialist', 'Senior', 'Senior', 'Specialist']","[0.22601642585632226, 0.2208003159763612, 0.21155154278351082, 0.2128502266793396]","[0.22681315744093347, 0.20624456316436837, 0.19766046552797542, 0.2676608696581734]","[0.1893190947753477, 0.19920188779353598, 0.19285082398850126, 0.21205432167731536]"
629,HighSchool,1,"['Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Worker']","[0.2219103709354334, 0.2208003159763612, 0.0, 0.18882967446511462, 0.0, 0.1739434353848759, 0.12890143062073037, 0.22603552708878893, 0.19761104132333707]","[0.23178549808493112, 0.20624456316436837, 0.0, 0.20144230193324558, 0.0, 0.19322327542033113, 0.13032849415459885, 0.2429402153346467, 0.1897531368923999]","[0.1975027842950572, 0.19920188779353598, 0.0, 0.19696933109589804, 0.0, 0.19963781834175845, 0.12359168378330582, 0.20568558768415438, 0.20894032681361246]"
630,Bachelors,10,"['Senior', 'Senior', 'Specialist', 'Junior']","[0.22919661782730372, 0.22157325286654023, 0.22086961423637455, 0.21767775520168745]","[0.22498959551366532, 0.208581069921307, 0.24977590266971952, 0.22630860304671024]","[0.18977602066232863, 0.22042093809278254, 0.20562819603164992, 0.22045262135776347]"
631,None/Other,0,"['Worker', 'Worker', 'Specialist', 'Senior', 'Worker', 'Senior', 'Worker']","[0.18285091606332118, 0.1422652340628687, 0.2176096031653996, 0.20929994723145523, 0.2022581516625483, 0.19982312155478066, 0.21060757389383583]","[0.17465791053238405, 0.1522905102693154, 0.2280661072758968, 0.19294205446736876, 0.19828864784645728, 0.18818017665009706, 0.21529315487850165]","[0.21514898213957231, 0.16672696368127293, 0.22445086718355411, 0.19114684343656346, 0.20378877709072943, 0.19885251789593877, 0.22297354890132023]"
632,Masters,5,"['Specialist', 'Junior', 'Specialist', 'Junior', 'Specialist']","[0.1924621711263284, 0.22127793268954973, 0.2148773556509245, 0.2158346973090981, 0.20414640793659997]","[0.22721086725380096, 0.22768413161046588, 0.24017820942114063, 0.20964221750006162, 0.22477050711743474]","[0.1961725592145616, 0.20261896249954656, 0.19064633668519915, 0.1849383284918568, 0.1836978873572066]"
633,None/Other,1,"['Senior', 'Specialist', 'Junior', 'Junior', 'Worker', 'Specialist']","[0.0, 0.1613908601837057, 0.19552253159779287, 0.22081356381176784, 0.156622927375112, 0.2128502266793396]","[0.0, 0.1778209918766971, 0.19042926542650762, 0.22087638342550528, 0.1642223136700987, 0.2676608696581734]","[0.0, 0.1645952920487831, 0.1965022259022964, 0.19589763666996524, 0.18711402680276074, 0.21205432167731536]"
634,Masters,10,"['Junior', 'Specialist', 'Worker', 'Specialist', 'Junior']","[0.19569191442486103, 0.21074458804178897, 0.2246379177719442, 0.2146730660397906, 0.24662290786078017]","[0.18108716588613213, 0.22540761379202734, 0.224917571462021, 0.24741983648226498, 0.23954703524722898]","[0.17106032706829344, 0.20759327763456753, 0.23248630544396295, 0.19267991347828076, 0.19867464936840448]"
635,Bachelors,0,"['Senior', 'Junior', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Specialist']","[0.2328440820526884, 0.22154150078233098, 0.22789169757349978, 0.22773701473911423, 0.23046856266867047, 0.23562724009607075, 0.2140493589201394, 0.2205029364011258]","[0.21221874647084918, 0.2001048422104784, 0.20487990833188138, 0.22585493569704682, 0.22783124128058374, 0.20108585531908452, 0.2042156149932121, 0.24674303559648839]","[0.1936906811843096, 0.19352744164129093, 0.2055052138481089, 0.21496784495286966, 0.2373315601090643, 0.2016056105988077, 0.19079200004193347, 0.21981272021860113]"
636,Masters,4,"['Worker', 'Worker']","[0.19452435188620631, 0.16569829839866784]","[0.19416438149146897, 0.16690654613214917]","[0.21048055698206336, 0.1808271273942464]"
637,Certificate,0,"['Worker', 'Worker', 'Junior', 'Senior']","[0.21688501739824517, 0.20023065688858602, 0.1807591545573861, 0.22242457987931027]","[0.22414298763546836, 0.20297530375158881, 0.1697576760778786, 0.2214409382000764]","[0.23266593070946975, 0.2224436997786942, 0.1779061354091447, 0.21392959003904824]"
638,None/Other,1,"['Specialist', 'Junior', 'Junior', 'Senior']","[0.20551174338132155, 0.19839933873986038, 0.19573577994493765, 0.23390163304763475]","[0.23569973032630095, 0.19039980439220117, 0.1891796024658751, 0.23051840044491081]","[0.20903584257132735, 0.19133669818619597, 0.18246803536235573, 0.20132925689210115]"
639,Bachelors,8,"['Senior', 'Worker', 'Specialist', 'Specialist', 'Worker', 'Worker', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior']","[0.23928101022335277, 0.1767879040995408, 0.19426448254328155, 0.23122820984575482, 0.18939363334021705, 0.18939363334021705, 0.1911867003521632, 0.23501727230384256, 0.18515189124462883, 0.19975602749865884, 0.23390163304763475]","[0.21443793610481182, 0.18021251191448792, 0.201081898162565, 0.2526263636044996, 0.17567131366304078, 0.17567131366304078, 0.1690770166267618, 0.22397098493570097, 0.18777435454314576, 0.17858830398741685, 0.23051840044491081]","[0.17861178917723405, 0.19450391889600016, 0.19999570341031056, 0.21759921606757943, 0.20206631075968878, 0.20206631075968878, 0.17399268169243312, 0.19686142464545756, 0.19973032205470456, 0.18638104610224207, 0.20132925689210115]"
640,Masters,5,"['Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior']","[0.23583679737130625, 0.22982319352658492, 0.19921447001152592, 0.22421874168706205, 0.22103250955271905, 0.23390163304763475]","[0.22867507399654788, 0.2246619476034208, 0.214044426551889, 0.212960328851698, 0.23818669319874236, 0.23051840044491081]","[0.20109216683670414, 0.20177929746991724, 0.19690242538164845, 0.20132110964917083, 0.2225338385325845, 0.20132925689210115]"
641,Bachelors,5,"['Specialist', 'Specialist', 'Specialist']","[0.22607774074881196, 0.2045980919179873, 0.20774499792517123]","[0.23968455042409048, 0.22448256737223307, 0.2420084396177001]","[0.20728589662689836, 0.20499693499969956, 0.2263602888704382]"
642,Masters,5,"['Specialist', 'Specialist', 'Specialist']","[0.20879505187720934, 0.21295102869647292, 0.20253562647703507]","[0.2150926225198389, 0.24439127127857652, 0.22304550071887563]","[0.198560336840558, 0.19679700008221554, 0.21195921433403042]"
643,Bachelors,0,"['Specialist', 'Worker', 'Senior', 'Worker']","[0.22603552708878893, 0.18106279049660529, 0.22180547922939176, 0.21812123249351054]","[0.2429402153346467, 0.1867532185765335, 0.21327561721476587, 0.22708902832229125]","[0.20568558768415438, 0.2073892100450496, 0.20946375481270718, 0.2281466928536543]"
644,Bachelors,0,"['Worker', 'Specialist', 'Specialist', 'Specialist']","[0.18285091606332118, 0.20714346941365555, 0.21114894246462323, 0.22608532505315873]","[0.17465791053238405, 0.23744465256210714, 0.2156515373921034, 0.23769964492526408]","[0.21514898213957231, 0.1974098346243413, 0.179807402204058, 0.21666737194303176]"
645,None/Other,0,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","[0.209335094860328, 0.209335094860328, 0.20669575295219256, 0.20259474188749868, 0.2004563594930163, 0.21658831751903054, 0.21658831751903054, 0.23495037777560437]","[0.22321382228358555, 0.22321382228358555, 0.21323310645911694, 0.1926353793245131, 0.2313007389403884, 0.24141445510946555, 0.24141445510946555, 0.23083883184407283]","[0.2158981067102764, 0.2158981067102764, 0.19667887306817788, 0.17652717753385877, 0.2163666449867723, 0.2215332124032058, 0.2215332124032058, 0.20186304715326864]"
646,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior']","[0.22833113060784677, 0.2250284599232433, 0.22753892426863198, 0.21572869149307863, 0.22694548728040695, 0.23390163304763475]","[0.2686814149144956, 0.2724086430357727, 0.24160942832438986, 0.24024464962790137, 0.251976645110875, 0.23051840044491081]","[0.2016567941368332, 0.2005594842905773, 0.19673090230994048, 0.18614965829290508, 0.1923523320828673, 0.20132925689210115]"
647,Masters,5,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior']","[0.20743175804411287, 0.20272374108538385, 0.23004839914182817, 0.20121720231367446, 0.20587434357654055, 0.23218557394404257, 0.21136190552393996, 0.20350837051716095, 0.2094201144533416, 0.2135250715656794]","[0.21357070518069857, 0.27361119753658847, 0.2684561755611094, 0.215190780281161, 0.27953066085648204, 0.2153301083826319, 0.2008469854698239, 0.22944514716099912, 0.2223760366717953, 0.21230470627581324]","[0.21360091417260926, 0.20143809544000033, 0.21384164633092814, 0.18800651318074715, 0.21101276961195845, 0.1853202545851487, 0.172886398686515, 0.1904219442862443, 0.19281415790768325, 0.19543827026089144]"
648,None/Other,12,"['Worker', 'Worker', 'Specialist', 'Senior', 'Worker']","[0.21048868673300328, 0.17439224810694748, 0.2067510579495234, 0.18606243228768704, 0.1787242465884225]","[0.21465945532301164, 0.1760144319041397, 0.21881791949452198, 0.17202537935814768, 0.17312763105171985]","[0.21697578664421205, 0.2001541039543014, 0.19976245076212124, 0.17967906717648402, 0.1879199093909779]"
649,Masters,0,"['Senior', 'Worker', 'Worker', 'Specialist', 'Junior', 'Junior', 'Specialist']","[0.19840415506697437, 0.19452435188620631, 0.18610291169141868, 0.20796009257089215, 0.20090448881670905, 0.1994011643621792, 0.21819918632044225]","[0.19088959372324268, 0.19416438149146897, 0.1847588295136506, 0.2456109985771471, 0.19689212967032896, 0.21718842820621306, 0.2243635700060417]","[0.1816332450748062, 0.21048055698206336, 0.19165036139899033, 0.1790057013321502, 0.18801407922114152, 0.20571854335408254, 0.22392889894054455]"
