,Education,NumSkills,WorkExperience,StartDates,EndDates
342,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist']","['01-2001', '01-2010', '01-2012', '01-2013', '01-2018']","['01-2007', '01-2012', '01-2013', '01-2017', '01-2019']"
343,Masters,1,"['Specialist', 'Junior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist']","['08-2010', '02-2011', '05-2013', '09-2014', '01-2015', '09-2016', '03-2018']","['02-2011', '05-2013', '10-2013', '12-2014', '09-2016', '08-2017', '01-2019']"
344,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","['06-1997', '10-1999', '01-2001', '01-2003', '08-2005', '01-2013']","['10-1999', '01-2001', '09-2001', '08-2005', '12-2012', '01-2019']"
345,Bachelors,3,"['Senior', 'Specialist', 'Senior']","['03-1993', '10-1996', '11-2012']","['12-1996', '01-2012', '08-2018']"
346,Masters,1,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist']","['01-1997', '01-1998', '01-2000', '01-2001', '01-2005', '10-2012', '01-2005', '01-2015']","['01-1998', '01-2000', '01-2001', '01-2005', '01-2007', '11-2014', '01-2019', '01-2019']"
347,Masters,7,"['Senior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist']","['01-2001', '05-2004', '01-2008', '07-2011', '05-2006', '12-2013', '04-2016']","['01-2004', '09-2008', '01-2012', '10-2012', '11-2013', '04-2016', '01-2019']"
348,None/Other,5,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['01-1990', '01-1992', '01-1994', '01-2008', '01-2009', '01-2013', '01-2015', '01-2018']","['01-1991', '01-1994', '01-2000', '01-2009', '01-2013', '01-2015', '01-2018', '07-2018']"
349,Doctorate,0,"['Junior', 'Junior', 'Junior', 'Senior', 'Specialist', 'Senior', 'Junior', 'Junior', 'Senior']","['08-1993', '01-1994', '12-1995', '07-1996', '09-1999', '08-2002', '07-2004', '09-2010', '08-2014']","['01-1994', '01-1995', '07-1996', '09-1999', '08-2002', '07-2004', '09-2010', '08-2014', '05-2018']"
350,Certificate,0,"['Specialist', 'Specialist', 'Worker', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['07-1983', '11-1983', '01-1985', '08-1986', '09-1987', '06-1989', '12-1990', '05-1993', '01-1994', '06-1994', '09-1997', '06-1997', '03-2001', '02-2004', '02-2004', '07-2004', '10-2004', '07-2007', '10-2007', '07-2013', '03-2014', '06-2015', '03-2017']","['10-1983', '01-1985', '07-1986', '07-1987', '06-1989', '12-1990', '04-1993', '01-1994', '06-1994', '05-1997', '05-1999', '12-2001', '01-2004', '06-2004', '10-2004', '10-2004', '07-2007', '10-2007', '07-2013', '02-2014', '05-2015', '03-2017', '02-2018']"
351,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Specialist']","['12-2003', '07-2006', '04-2010', '04-2014']","['06-2006', '04-2010', '04-2014', '01-2019']"
352,Masters,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Worker']","['05-2005', '06-2006', '01-2008', '04-2009', '12-2010', '06-2011', '11-2012', '10-2014', '10-2014', '03-2017']","['05-2006', '01-2008', '04-2009', '12-2010', '06-2011', '10-2012', '10-2014', '09-2015', '03-2017', '01-2019']"
353,Bachelors,2,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['07-2006', '10-2011', '06-2014', '02-2016', '01-2018']","['10-2011', '06-2014', '02-2016', '01-2018', '01-2019']"
354,Doctorate,0,"['Junior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['01-1986', '01-1988', '01-1989', '01-1996', '01-2002', '01-2003', '01-2004', '01-2007', '01-2013', '01-2013', '01-2013', '11-2016']","['01-1988', '01-1989', '01-1996', '01-2002', '01-2003', '01-2004', '01-2007', '01-2013', '01-2019', '01-2019', '01-2019', '01-2019']"
355,Bachelors,2,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist']","['05-1999', '09-2006', '05-2012', '01-2014', '06-2014', '09-2015', '06-2018']","['05-2007', '02-2010', '08-2013', '05-2014', '06-2015', '07-2017', '01-2019']"
356,Bachelors,3,"['Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['07-1998', '12-2003', '07-2007', '07-2010', '01-2017']","['06-2003', '06-2007', '06-2010', '05-2015', '01-2019']"
357,Bachelors,2,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Junior']","['10-2001', '07-2004', '12-2008', '04-2010', '04-2011', '06-2016']","['06-2004', '11-2008', '04-2010', '04-2011', '06-2016', '01-2019']"
358,Bachelors,9,"['Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Junior', 'Specialist']","['01-1998', '01-2000', '01-2002', '01-2005', '05-2007', '09-2009', '04-2012', '06-2013', '05-2015', '10-2016', '10-2017']","['01-2000', '01-2002', '01-2005', '01-2007', '09-2009', '03-2012', '06-2013', '04-2015', '10-2016', '10-2017', '01-2019']"
359,Masters,4,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","['01-1984', '01-1988', '01-1986', '01-1992', '01-1995', '01-1996', '01-1998', '01-1999', '01-2001', '01-2003', '01-2011', '01-2014', '01-2017']","['01-1988', '01-1991', '01-1992', '01-1995', '01-1996', '01-1998', '01-1999', '01-2001', '01-2003', '01-2011', '01-2014', '01-2017', '01-2019']"
360,Masters,7,"['Junior', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['03-2001', '07-2003', '02-2004', '07-2006', '01-2007', '02-2010', '01-2013', '04-2014', '07-2016']","['06-2003', '01-2004', '06-2006', '01-2007', '01-2010', '12-2012', '09-2013', '06-2016', '01-2019']"
361,Bachelors,0,"['Senior', 'Worker', 'Senior', 'Junior', 'Specialist', 'Specialist']","['02-1998', '08-2006', '07-2009', '07-2014', '02-2016', '08-2016']","['07-2006', '06-2009', '06-2013', '02-2016', '07-2016', '01-2019']"
362,None/Other,0,"['Specialist', 'Specialist', 'Specialist']","['05-2000', '01-2012', '01-2014']","['05-2000', '01-2014', '01-2019']"
363,Masters,1,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['06-2005', '05-2006', '07-2007', '05-2008', '03-2012', '01-2013', '11-2013', '07-2014', '10-2014', '01-2015', '03-2016', '09-2017', '01-2018', '01-2012']","['08-2005', '08-2006', '07-2007', '12-2011', '04-2012', '10-2013', '07-2014', '10-2014', '12-2014', '02-2016', '08-2017', '01-2018', '06-2018', '01-2019']"
364,None/Other,6,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist']","['01-1998', '01-2000', '01-2002', '01-2006', '01-2008', '01-2009', '01-2011', '01-2015']","['01-2000', '01-2002', '01-2006', '01-2008', '01-2009', '01-2011', '01-2015', '01-2019']"
365,Bachelors,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior']","['12-2007', '11-2012', '05-2013', '05-2015', '05-2015', '04-2017', '02-2018']","['11-2012', '05-2013', '03-2015', '09-2015', '12-2016', '09-2017', '01-2019']"
366,Certificate,5,"['Senior', 'Specialist', 'Specialist', 'Junior', 'Senior']","['01-2004', '01-2011', '01-2013', '01-2016', '01-2017']","['01-2010', '01-2013', '01-2015', '01-2017', '01-2019']"
367,Masters,3,"['Specialist', 'Specialist', 'Senior', 'Worker']","['01-2007', '01-2010', '01-2012', '01-2019']","['01-2009', '01-2012', '01-2014', '01-2019']"
368,Associates,3,"['Specialist', 'Specialist']","['05-2013', '03-2018']","['01-2019', '01-2019']"
369,Masters,0,"['Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist']","['09-1984', '09-1990', '10-2008', '10-2012', '05-2014', '06-2015', '08-2017']","['08-1988', '10-2008', '02-2012', '05-2014', '06-2015', '08-2017', '05-2018']"
370,Masters,5,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Junior']","['06-2002', '09-2002', '02-2003', '06-2007', '03-2009', '12-2011', '01-2014']","['08-2002', '12-2002', '05-2007', '03-2009', '11-2011', '12-2013', '01-2019']"
371,Masters,9,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['01-1980', '01-1982', '01-1984', '01-1987', '01-1989', '01-1992', '01-1997', '01-2000', '01-2001', '01-2002', '01-2006', '01-2011', '01-2009', '01-2015', '01-2017']","['01-1982', '01-1984', '01-1986', '01-1988', '01-1992', '01-1997', '01-2000', '01-2001', '01-2002', '01-2006', '01-2009', '01-2012', '01-2015', '01-2017', '01-2017']"
372,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['01-1991', '01-1995', '01-2002', '01-2003', '01-2007', '01-2015', '01-2013', '01-2008', '01-2012', '01-2012']","['01-1995', '01-2001', '01-2002', '01-2006', '01-2008', '01-2015', '01-2017', '01-2019', '01-2019', '01-2019']"
373,Bachelors,8,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist']","['01-2005', '01-2007', '01-2010', '02-2012', '01-2013', '01-2015', '05-2017']","['01-2007', '01-2009', '01-2012', '01-2013', '01-2014', '01-2016', '11-2017']"
374,Masters,0,"['Junior', 'Senior', 'Junior', 'Specialist']","['01-2010', '01-2012', '01-2013', '04-2015']","['01-2011', '01-2013', '03-2014', '05-2018']"
375,Doctorate,0,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Senior']","['01-2004', '01-2004', '01-2004', '01-2006', '08-2010', '05-2011', '05-2008', '08-2014', '01-2014', '12-2014', '12-2016', '04-2018']","['12-2005', '12-2005', '12-2006', '12-2007', '05-2011', '12-2013', '12-2014', '05-2015', '01-2016', '09-2016', '01-2019', '01-2019']"
376,Bachelors,5,"['Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist']","['01-2005', '01-2013', '01-2015', '01-2016', '01-2016', '01-2006', '01-2017']","['01-2013', '01-2015', '01-2016', '01-2017', '01-2018', '01-2019', '01-2019']"
377,Masters,8,"['Worker', 'Specialist', 'Junior', 'Junior', 'Specialist', 'Specialist', 'Specialist']","['01-2012', '01-2012', '01-2013', '01-2013', '01-2014', '01-2015', '01-2016']","['01-2012', '01-2013', '01-2013', '01-2014', '01-2015', '01-2016', '01-2019']"
378,Bachelors,10,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior']","['11-2001', '08-2007', '01-2011', '03-2013', '11-2012', '12-2013', '01-2014']","['08-2007', '03-2008', '07-2012', '10-2013', '12-2013', '01-2017', '01-2019']"
379,Masters,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['05-2003', '03-2007', '11-2011', '07-2012', '04-2014', '09-2015', '08-2016']","['02-2007', '11-2011', '06-2012', '01-2014', '09-2015', '08-2016', '01-2019']"
380,Certificate,3,"['Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior']","['01-2000', '01-2001', '05-2003', '01-2005', '01-2008', '01-2014', '06-2015', '02-2018']","['01-2001', '01-2005', '08-2005', '01-2008', '01-2014', '05-2015', '02-2018', '01-2019']"
381,Certificate,6,"['Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior']","['12-2004', '09-2012', '01-2009', '01-2009', '01-2009', '01-2010', '01-2013', '01-2015', '11-2017']","['12-2005', '01-2016', '01-2019', '01-2019', '01-2019', '01-2019', '01-2019', '01-2019', '01-2019']"
382,Masters,0,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior']","['10-2003', '12-2009', '08-2011', '10-2013', '06-2007', '07-2015']","['06-2007', '03-2010', '10-2011', '06-2015', '07-2015', '01-2019']"
383,Doctorate,5,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['09-2006', '04-2008', '04-2013', '03-2014', '03-2015', '05-2015', '01-2016', '05-2017', '06-2017', '07-2017', '09-2017', '10-2017', '11-2017', '01-2018', '03-2018', '10-2014']","['02-2008', '08-2012', '08-2013', '08-2014', '03-2015', '06-2015', '01-2016', '06-2017', '07-2017', '08-2017', '10-2017', '11-2017', '12-2017', '02-2018', '04-2018', '01-2019']"
384,Masters,0,"['Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior']","['09-1986', '06-1996', '09-1999', '01-2002', '09-1999', '01-2006', '01-2010', '06-2011', '10-2016', '08-2018']","['05-1996', '09-1999', '12-2001', '02-2003', '12-2005', '06-2011', '06-2011', '08-2016', '06-2018', '01-2019']"
385,Bachelors,25,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior']","['01-2011', '01-2012', '01-2013', '01-2014', '01-2014', '01-2015', '01-2015', '07-2015']","['01-2013', '01-2014', '01-2014', '01-2014', '01-2014', '01-2015', '01-2015', '03-2018']"
386,Masters,0,"['Specialist', 'Specialist', 'Junior', 'Junior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist']","['05-1999', '05-2000', '09-1999', '01-2001', '01-2002', '05-2003', '02-2006', '03-2007', '03-2016', '11-2017']","['08-1999', '12-2000', '01-2001', '05-2003', '05-2003', '02-2006', '03-2007', '03-2016', '11-2017', '01-2019']"
387,Masters,1,"['Specialist', 'Senior', 'Senior', 'Specialist', 'Junior', 'Specialist', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist']","['06-1974', '09-1976', '03-1977', '08-1977', '01-1978', '06-1977', '04-1978', '03-1979', '07-1979', '02-1981', '07-1981', '04-1982', '09-1982', '05-1983', '07-1983', '04-1984', '05-1984', '07-1984', '11-1984', '08-1985', '11-1985', '04-1986', '07-1986', '03-1987', '05-1987', '06-1988', '12-1989', '02-1990', '06-1992', '02-1993', '08-1993', '08-1993', '12-1993', '06-1994', '09-1994', '11-1994', '04-1997', '05-1997', '05-1998', '05-1999', '01-2000', '03-2000', '06-2000', '04-2001', '06-2001', '10-2002', '10-2003', '06-2004', '02-2005', '10-2005', '06-2006', '02-2007', '05-2007', '10-2008', '02-2010', '07-2010', '03-2011', '08-2011', '10-2013', '08-2014', '11-2014', '06-2017']","['09-1976', '03-1977', '06-1977', '12-1977', '04-1978', '08-1978', '12-1978', '06-1979', '07-1980', '03-1981', '01-1982', '07-1982', '12-1982', '07-1983', '08-1983', '05-1984', '06-1984', '08-1984', '01-1985', '11-1985', '02-1986', '07-1986', '01-1987', '05-1987', '03-1988', '10-1989', '02-1990', '12-1990', '12-1992', '08-1993', '11-1993', '02-1994', '06-1994', '09-1994', '11-1994', '04-1997', '05-1997', '04-1998', '04-1999', '12-1999', '02-2000', '04-2000', '12-2000', '05-2001', '01-2002', '09-2003', '04-2004', '01-2005', '09-2005', '05-2006', '12-2006', '04-2007', '09-2008', '12-2008', '02-2010', '11-2010', '05-2011', '02-2012', '02-2014', '09-2014', '02-2017', '01-2019']"
388,None/Other,5,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['11-1997', '05-2001', '01-2005', '11-2006', '01-2008', '09-2011', '07-2013', '09-2014', '09-2011', '04-2016']","['10-1999', '04-2005', '01-2006', '12-2007', '01-2011', '05-2013', '12-2013', '03-2016', '04-2017', '04-2017']"
389,Bachelors,0,"['Specialist', 'Specialist', 'Junior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['06-1984', '01-1987', '05-1988', '09-1992', '02-2000', '05-2002', '03-2003', '02-2004', '05-2006', '07-2010', '12-2010', '07-2012', '10-2012', '07-2013', '06-2012']","['01-1987', '04-1988', '11-1988', '01-2000', '04-2002', '03-2003', '02-2004', '04-2006', '07-2010', '12-2010', '07-2012', '10-2012', '06-2013', '07-2014', '01-2019']"
390,Bachelors,23,"['Senior', 'Senior', 'Junior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Junior', 'Senior', 'Senior', 'Specialist', 'Senior']","['02-1985', '09-1996', '05-2002', '05-2005', '03-2008', '08-2010', '09-2011', '03-2012', '03-2013', '12-2014', '09-2015', '10-2017']","['08-1996', '04-2002', '04-2005', '03-2008', '08-2010', '08-2011', '03-2012', '03-2013', '11-2014', '09-2015', '01-2019', '01-2019']"
391,Doctorate,0,"['Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist']","['01-1997', '01-1999', '01-2001', '01-2010', '01-2011', '01-2014', '01-2017']","['01-1999', '01-2001', '01-2009', '01-2011', '01-2014', '01-2017', '01-2019']"
392,Associates,5,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Senior', 'Junior']","['10-1996', '07-2005', '02-2007', '03-2008', '03-2008', '08-2011', '06-2013', '06-2015', '01-2018']","['07-2005', '01-2007', '05-2008', '08-2011', '08-2011', '03-2013', '10-2015', '05-2017', '01-2019']"
393,None/Other,0,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1986', '01-1989', '01-1992', '01-1995', '01-1999', '01-2001', '01-2007', '01-2010', '01-2013']","['01-1989', '01-1992', '01-1994', '01-1999', '01-2001', '01-2007', '01-2010', '01-2013', '01-2019']"
394,Certificate,5,"['Junior', 'Junior', 'Junior', 'Junior', 'Junior']","['02-2013', '08-2005', '02-2013', '03-2016', '03-2016']","['03-2016', '01-2019', '01-2019', '01-2019', '01-2019']"
395,Bachelors,13,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Junior']","['01-1989', '01-1993', '01-1996', '01-1997', '01-1998', '01-1999', '10-2015', '04-2006', '01-2016', '03-2017']","['01-1992', '01-1996', '01-1997', '01-1998', '01-1999', '01-2006', '03-2017', '01-2019', '01-2019', '01-2019']"
396,Certificate,3,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior']","['01-1983', '01-2001', '01-2003', '01-2005', '06-2009', '03-2011', '11-2011']","['01-2000', '01-2003', '01-2005', '01-2009', '06-2010', '06-2011', '12-2012']"
397,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Junior']","['04-1996', '02-2006', '06-2008', '03-2010', '07-2010', '05-2017']","['02-2006', '06-2007', '08-2009', '06-2010', '04-2017', '01-2019']"
398,None/Other,5,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['11-1997', '05-2001', '01-2005', '11-2006', '01-2008', '09-2011', '07-2013', '09-2014', '09-2011', '04-2016']","['10-1999', '04-2005', '01-2006', '12-2007', '01-2011', '05-2013', '12-2013', '03-2016', '04-2017', '04-2017']"
